# Total Phase Data Center(tm) v8.10
# (c) 2005-2026 Total Phase, Inc.
# www.totalphase.com
#
# Wed Apr 01 10:34:36 2026
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
1,FS,590,0:07.249.618,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,591,0:07.249.618,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,592,0:07.249.621,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,593,0:07.249.624,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,594,0:07.249.846,2.083 us,,,,,[1 SOF],,[Frame: 1248] ,""
0,FS,595,0:07.250.123,112.333 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,596,0:07.250.123,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 18 00 02 00,,"........"
2,FS,597,0:07.250.123,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,598,0:07.250.126,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 18 00 02 00 24 6D,,".........$m"
2,FS,599,0:07.250.134,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,600,0:07.250.151,59.083 us,2 B,,14,00,   IN txn   [4 POLL],00 00,,".."
2,FS,601,0:07.250.151,41.916 us,,,14,00,      [4 IN-NAK],,,""
2,FS,602,0:07.250.202,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,603,0:07.250.205,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,604,0:07.250.209,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,605,0:07.250.228,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,606,0:07.250.228,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,607,0:07.250.231,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,608,0:07.250.234,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,609,0:07.250.847,2.083 us,,,,,[1 SOF],,[Frame: 1249] ,""
0,FS,610,0:07.250.729,146.083 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,611,0:07.250.729,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 19 00 02 00,,"........"
2,FS,612,0:07.250.729,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,613,0:07.250.732,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 19 00 02 00 25 91,,".........%."
2,FS,614,0:07.250.740,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,615,0:07.250.750,109.666 us,2 B,,14,00,   IN txn   [3 POLL],00 00,,".."
2,FS,616,0:07.250.750,29.333 us,,,14,00,      [3 IN-NAK],,,""
2,FS,617,0:07.250.851,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,618,0:07.250.854,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,619,0:07.250.859,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,620,0:07.250.868,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,621,0:07.250.868,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,622,0:07.250.871,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,623,0:07.250.874,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,624,0:07.251.354,104.666 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,625,0:07.251.354,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 1A 00 02 00,,"........"
2,FS,626,0:07.251.354,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,627,0:07.251.357,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 1A 00 02 00 25 D5,,".........%."
2,FS,628,0:07.251.366,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,629,0:07.251.375,71.833 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,630,0:07.251.375,54.666 us,,,14,00,      [5 IN-NAK],,,""
2,FS,631,0:07.251.438,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,632,0:07.251.442,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,633,0:07.251.446,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,634,0:07.251.451,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,635,0:07.251.451,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,636,0:07.251.454,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,637,0:07.251.458,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,638,0:07.251.847,2.083 us,,,,,[1 SOF],,[Frame: 1250] ,""
0,FS,639,0:07.251.885,111.083 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,640,0:07.251.885,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 1B 00 02 00,,"........"
2,FS,641,0:07.251.885,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,642,0:07.251.888,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 1B 00 02 00 24 29,,".........$)"
2,FS,643,0:07.251.896,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,644,0:07.251.913,71.083 us,2 B,,14,00,   IN txn   [4 POLL],00 00,,".."
2,FS,645,0:07.251.913,41.916 us,,,14,00,      [4 IN-NAK],,,""
2,FS,646,0:07.251.976,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,647,0:07.251.979,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,648,0:07.251.983,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,649,0:07.251.989,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,650,0:07.251.989,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,651,0:07.251.992,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,652,0:07.251.995,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,653,0:07.252.455,108.666 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,654,0:07.252.455,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 1C 00 02 00,,"........"
2,FS,655,0:07.252.455,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,656,0:07.252.458,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 1C 00 02 00 25 5D,,".........%]"
2,FS,657,0:07.252.466,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,658,0:07.252.480,71.750 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,659,0:07.252.480,54.500 us,,,14,00,      [5 IN-NAK],,,""
2,FS,660,0:07.252.543,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,661,0:07.252.546,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,662,0:07.252.551,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,663,0:07.252.556,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,664,0:07.252.556,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,665,0:07.252.559,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,666,0:07.252.563,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,667,0:07.252.847,2.083 us,,,,,[1 SOF],,[Frame: 1251] ,""
0,FS,668,0:07.253.001,119.500 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,669,0:07.253.001,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 1D 00 02 00,,"........"
2,FS,670,0:07.253.001,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,671,0:07.253.005,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 1D 00 02 00 24 A1,,".........$."
2,FS,672,0:07.253.013,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,673,0:07.253.023,86.666 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,674,0:07.253.023,54.500 us,,,14,00,      [5 IN-NAK],,,""
2,FS,675,0:07.253.101,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,676,0:07.253.104,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,677,0:07.253.109,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,678,0:07.253.114,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,679,0:07.253.114,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,680,0:07.253.117,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,681,0:07.253.120,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,682,0:07.253.583,106.000 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,683,0:07.253.583,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 1E 00 02 00,,"........"
2,FS,684,0:07.253.583,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,685,0:07.253.586,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 1E 00 02 00 24 E5,,".........$."
2,FS,686,0:07.253.594,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,687,0:07.253.605,71.833 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,688,0:07.253.605,54.583 us,,,14,00,      [5 IN-NAK],,,""
2,FS,689,0:07.253.668,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,690,0:07.253.672,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,691,0:07.253.676,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,692,0:07.253.682,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,693,0:07.253.682,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,694,0:07.253.685,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,695,0:07.253.688,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,696,0:07.253.847,2.083 us,,,,,[1 SOF],,[Frame: 1252] ,""
0,FS,697,0:07.254.124,113.916 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,698,0:07.254.124,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 1F 00 02 00,,"........"
2,FS,699,0:07.254.124,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,700,0:07.254.127,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 1F 00 02 00 25 19,,".........%."
2,FS,701,0:07.254.135,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,702,0:07.254.149,62.500 us,2 B,,14,00,   IN txn   [4 POLL],00 00,,".."
2,FS,703,0:07.254.149,45.250 us,,,14,00,      [4 IN-NAK],,,""
2,FS,704,0:07.254.202,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,705,0:07.254.206,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,706,0:07.254.210,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,707,0:07.254.231,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,708,0:07.254.231,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,709,0:07.254.234,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,710,0:07.254.237,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,711,0:07.254.847,2.083 us,,,,,[1 SOF],,[Frame: 1253] ,""
0,FS,712,0:07.254.760,115.250 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,713,0:07.254.760,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 20 00 02 00,,".... ..."
2,FS,714,0:07.254.760,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,715,0:07.254.763,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 20 00 02 00 29 0D,,"..... ...)."
2,FS,716,0:07.254.772,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,717,0:07.254.852,8.583 us,2 B,,14,00,   IN txn,00 00,,".."
2,FS,718,0:07.254.852,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,719,0:07.254.855,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,720,0:07.254.859,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,721,0:07.254.868,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,722,0:07.254.868,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,723,0:07.254.871,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,724,0:07.254.875,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,725,0:07.255.354,99.250 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,726,0:07.255.354,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 21 00 02 00,,"....!..."
2,FS,727,0:07.255.354,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,728,0:07.255.357,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 21 00 02 00 28 F1,,".....!...(."
2,FS,729,0:07.255.366,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,730,0:07.255.383,59.250 us,2 B,,14,00,   IN txn   [4 POLL],00 00,,".."
2,FS,731,0:07.255.383,42.083 us,,,14,00,      [4 IN-NAK],,,""
2,FS,732,0:07.255.433,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,733,0:07.255.437,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,734,0:07.255.441,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,735,0:07.255.447,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,736,0:07.255.447,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,737,0:07.255.450,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,738,0:07.255.453,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,739,0:07.255.847,2.083 us,,,,,[1 SOF],,[Frame: 1254] ,""
0,FS,740,0:07.255.900,100.583 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,741,0:07.255.900,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 22 00 02 00,,"....""..."
2,FS,742,0:07.255.900,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,743,0:07.255.903,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 22 00 02 00 28 B5,,".....""...(."
2,FS,744,0:07.255.912,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,745,0:07.255.921,67.833 us,2 B,,14,00,   IN txn   [4 POLL],00 00,,".."
2,FS,746,0:07.255.921,42.000 us,,,14,00,      [4 IN-NAK],,,""
2,FS,747,0:07.255.980,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,748,0:07.255.984,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,749,0:07.255.988,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,750,0:07.255.994,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,751,0:07.255.994,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,752,0:07.255.997,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,753,0:07.256.000,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,754,0:07.256.477,104.500 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,755,0:07.256.477,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 23 00 02 00,,"....#..."
2,FS,756,0:07.256.477,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,757,0:07.256.480,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 23 00 02 00 29 49,,".....#...)I"
2,FS,758,0:07.256.488,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,759,0:07.256.498,71.666 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,760,0:07.256.498,54.500 us,,,14,00,      [5 IN-NAK],,,""
2,FS,761,0:07.256.561,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,762,0:07.256.564,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,763,0:07.256.569,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,764,0:07.256.574,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,765,0:07.256.574,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,766,0:07.256.577,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,767,0:07.256.581,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,768,0:07.256.847,2.083 us,,,,,[1 SOF],,[Frame: 1255] ,""
0,FS,769,0:07.257.002,119.583 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,770,0:07.257.002,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 24 00 02 00,,"....$..."
2,FS,771,0:07.257.002,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,772,0:07.257.005,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 24 00 02 00 28 3D,,".....$...(="
2,FS,773,0:07.257.014,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,774,0:07.257.023,86.833 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,775,0:07.257.023,54.583 us,,,14,00,      [5 IN-NAK],,,""
2,FS,776,0:07.257.101,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,777,0:07.257.105,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,778,0:07.257.109,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,779,0:07.257.115,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,780,0:07.257.115,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,781,0:07.257.118,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,782,0:07.257.121,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,783,0:07.257.605,104.583 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,784,0:07.257.605,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 25 00 02 00,,"....%..."
2,FS,785,0:07.257.605,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,786,0:07.257.608,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 25 00 02 00 29 C1,,".....%...)."
2,FS,787,0:07.257.616,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,788,0:07.257.626,71.750 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,789,0:07.257.626,54.583 us,,,14,00,      [5 IN-NAK],,,""
2,FS,790,0:07.257.689,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,791,0:07.257.692,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,792,0:07.257.697,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,793,0:07.257.702,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,794,0:07.257.702,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,795,0:07.257.705,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,796,0:07.257.709,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,797,0:07.257.848,2.083 us,,,,,[1 SOF],,[Frame: 1256] ,""
0,FS,798,0:07.258.132,128.333 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,799,0:07.258.132,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 26 00 02 00,,"....&..."
2,FS,800,0:07.258.132,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,801,0:07.258.135,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 26 00 02 00 29 85,,".....&...)."
2,FS,802,0:07.258.144,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,803,0:07.258.153,95.500 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,804,0:07.258.153,54.583 us,,,14,00,      [5 IN-NAK],,,""
2,FS,805,0:07.258.240,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,806,0:07.258.243,3.600 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,807,0:07.258.248,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,808,0:07.258.253,7.083 us,0 B,,14,00,   OUT txn,,,""
2,FS,809,0:07.258.253,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,810,0:07.258.256,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,811,0:07.258.260,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,812,0:07.258.848,2.083 us,,,,,[1 SOF],,[Frame: 1257] ,""
0,FS,813,0:07.258.750,126.416 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,814,0:07.258.750,12.333 us,8 B,,14,00,   SETUP txn,C0 90 00 00 27 00 02 00,,"....'..."
2,FS,815,0:07.258.750,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,816,0:07.258.753,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 27 00 02 00 28 79,,".....'...(y"
2,FS,817,0:07.258.761,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,818,0:07.258.771,90.083 us,2 B,,14,00,   IN txn   [1 POLL],00 00,,".."
2,FS,819,0:07.258.771,4.000 us,,,14,00,      [1 IN-NAK],,,""
2,FS,820,0:07.258.852,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,821,0:07.258.855,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,822,0:07.258.860,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,823,0:07.258.869,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,824,0:07.258.869,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,825,0:07.258.872,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,826,0:07.258.875,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,827,0:07.259.391,105.583 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,828,0:07.259.391,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 28 00 02 00,,"....(..."
2,FS,829,0:07.259.391,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,830,0:07.259.394,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 28 00 02 00 2B 6D,,".....(...+m"
2,FS,831,0:07.259.403,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,832,0:07.259.413,72.833 us,2 B,,14,00,   IN txn   [4 POLL],00 00,,".."
2,FS,833,0:07.259.413,41.916 us,,,14,00,      [4 IN-NAK],,,""
2,FS,834,0:07.259.477,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,835,0:07.259.480,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,836,0:07.259.485,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,837,0:07.259.490,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,838,0:07.259.490,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,839,0:07.259.493,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,840,0:07.259.496,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,841,0:07.259.848,2.083 us,,,,,[1 SOF],,[Frame: 1258] ,""
0,FS,842,0:07.259.980,111.833 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,843,0:07.259.980,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 29 00 02 00,,"....)..."
2,FS,844,0:07.259.980,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,845,0:07.259.983,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 29 00 02 00 2A 91,,".....)...*."
2,FS,846,0:07.259.992,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,847,0:07.260.001,71.833 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,848,0:07.260.001,54.666 us,,,14,00,      [5 IN-NAK],,,""
2,FS,849,0:07.260.065,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,850,0:07.260.068,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,851,0:07.260.072,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,852,0:07.260.085,7.000 us,0 B,,14,00,   OUT txn,,,""
2,FS,853,0:07.260.085,2.083 us,3 B,,14,00,      OUT packet,E1 0E E0,,"..."
2,FS,854,0:07.260.088,2.083 us,3 B,,14,00,      DATA1 packet,4B 00 00,,"K.."
2,FS,855,0:07.260.091,750 ns,1 B,,14,00,      ACK packet,D2,,"."
0,FS,856,0:07.260.500,114.000 us,2 B,,14,00,Control Transfer,00 00,,".."
1,FS,857,0:07.260.500,12.416 us,8 B,,14,00,   SETUP txn,C0 90 00 00 2A 00 02 00,,"....*..."
2,FS,858,0:07.260.500,2.083 us,3 B,,14,00,      SETUP packet,2D 0E E0,,"-.."
2,FS,859,0:07.260.503,7.416 us,11 B,,14,00,      DATA0 packet,C3 C0 90 00 00 2A 00 02 00 2A D5,,".....*...*."
2,FS,860,0:07.260.511,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,861,0:07.260.521,71.833 us,2 B,,14,00,   IN txn   [5 POLL],00 00,,".."
2,FS,862,0:07.260.521,54.583 us,,,14,00,      [5 IN-NAK],,,""
2,FS,863,0:07.260.584,2.083 us,3 B,,14,00,      IN packet,69 0E E0,,"i.."
2,FS,864,0:07.260.587,3.516 us,5 B,,14,00,      DATA1 packet,4B 00 00 FE 4F,,"K...O"
2,FS,865,0:07.260.592,750 ns,1 B,,14,00,      ACK packet,D2,,"."
1,FS,866,0:07.260.607,7.083 us,0 B,,14,00,   OUT txn,,,""
